graph_name,parent_name,source,pickle_path,opt_sum,n,m,density,planar,bipartite,radius,diameter,node_connectivity,degree_min,degree_max,degree_p25,degree_p50,degree_p75,closeness_centrality_min,closeness_centrality_max,closeness_centrality_p25,closeness_centrality_p50,closeness_centrality_p75,betweenness_centrality_min,betweenness_centrality_max,betweenness_centrality_p25,betweenness_centrality_p50,betweenness_centrality_p75,degree_centrality_min,degree_centrality_max,degree_centrality_p25,degree_centrality_p50,degree_centrality_p75,clustering_min,clustering_max,clustering_p25,clustering_p50,clustering_p75,transitivity,katz_centrality_min,katz_centrality_max,katz_centrality_p25,katz_centrality_p50,katz_centrality_p75,pagerank_min,pagerank_max,pagerank_p25,pagerank_p50,pagerank_p75,treewidth_min_fill_in,treewidth_min_degree,LB
randomlarge-0126-250-450.al_90,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_90.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0126-250-450.al_91,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_91.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0126-250-450.al_92,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_92.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0126-250-450.al_93,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_93.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0126-250-450.al_94,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_94.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0126-250-450.al_95,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_95.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0126-250-450.al_96,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_96.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0126-250-450.al_97,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_97.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0126-250-450.al_98,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_98.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0126-250-450.al_99,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_99.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0126-250-450.al_100,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_100.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0126-250-450.al_101,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_101.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0126-250-450.al_102,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_102.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
randomlarge-0126-250-450.al_103,randomlarge-0126-250-450.al,FASP-benchmarks,pickles/randomlarge-0126-250-450.al_103.pickle,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smallworld2-0586-90-280-1080.al_0,smallworld2-0586-90-280-1080.al,FASP-benchmarks,pickles/smallworld2-0586-90-280-1080.al_0.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smallworld2-0586-90-280-1080.al_1,smallworld2-0586-90-280-1080.al,FASP-benchmarks,pickles/smallworld2-0586-90-280-1080.al_1.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smallworld2-0586-90-280-1080.al_2,smallworld2-0586-90-280-1080.al,FASP-benchmarks,pickles/smallworld2-0586-90-280-1080.al_2.pickle,,272,1045,0.014176796179726503,False,False,5,9,1,2,17,6.0,7.0,9.0,0.16073546856465007,0.30245535714285715,0.22373583869534766,0.23908253438997773,0.25602284513602824,0.00041811938080900775,0.04486868308088876,0.00612449616502453,0.009899069909479315,0.01547737340491295,0.007380073800738007,0.06273062730627306,0.02214022140221402,0.025830258302583026,0.033210332103321034,0.0,0.16666666666666666,0.0,0.0,0.022222222222222223,0.014141414141414142,0.04071548613493172,0.09676174380093397,0.05149753594120801,0.05768595190540905,0.0676493480985652,0.000740531994407292,0.010760352363216402,0.002191241075765455,0.0031930465063402247,0.004853859326685548,107,115,23
smallworld2-0586-90-280-1080.al_3,smallworld2-0586-90-280-1080.al,FASP-benchmarks,pickles/smallworld2-0586-90-280-1080.al_3.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smallworld2-0586-90-280-1080.al_4,smallworld2-0586-90-280-1080.al,FASP-benchmarks,pickles/smallworld2-0586-90-280-1080.al_4.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smallworld2-0586-90-280-1080.al_5,smallworld2-0586-90-280-1080.al,FASP-benchmarks,pickles/smallworld2-0586-90-280-1080.al_5.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smallworld2-0586-90-280-1080.al_6,smallworld2-0586-90-280-1080.al,FASP-benchmarks,pickles/smallworld2-0586-90-280-1080.al_6.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smallworld2-0586-90-280-1080.al_7,smallworld2-0586-90-280-1080.al,FASP-benchmarks,pickles/smallworld2-0586-90-280-1080.al_7.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smallworld2-0586-90-280-1080.al_8,smallworld2-0586-90-280-1080.al,FASP-benchmarks,pickles/smallworld2-0586-90-280-1080.al_8.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smallworld2-0531-25-260-1000.al_0,smallworld2-0531-25-260-1000.al,FASP-benchmarks,pickles/smallworld2-0531-25-260-1000.al_0.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smallworld2-0531-25-260-1000.al_1,smallworld2-0531-25-260-1000.al,FASP-benchmarks,pickles/smallworld2-0531-25-260-1000.al_1.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smallworld2-0531-25-260-1000.al_2,smallworld2-0531-25-260-1000.al,FASP-benchmarks,pickles/smallworld2-0531-25-260-1000.al_2.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smallworld2-0531-25-260-1000.al_3,smallworld2-0531-25-260-1000.al,FASP-benchmarks,pickles/smallworld2-0531-25-260-1000.al_3.pickle,,255,978,0.015099583140342751,False,False,6,11,1,2,14,6.0,8.0,9.0,0.14269662921348314,0.2812846068660022,0.21461769779077472,0.22965641952983726,0.24552929853577402,0.0,0.04630970280970608,0.0072724166841151225,0.012391491523150494,0.01795200575957441,0.007874015748031496,0.05511811023622047,0.023622047244094488,0.031496062992125984,0.03543307086614173,0.0,0.4,0.022727272727272728,0.047619047619047616,0.08047040169133193,0.04937570942111237,0.042667721577294655,0.09208409040796625,0.0556628542915609,0.06160932212819152,0.0679689410216393,0.0007548076244355324,0.012647213493901943,0.0024987656136860716,0.0035506931072820445,0.00510947308242965,95,98,34
smallworld2-0531-25-260-1000.al_4,smallworld2-0531-25-260-1000.al,FASP-benchmarks,pickles/smallworld2-0531-25-260-1000.al_4.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smallworld2-0531-25-260-1000.al_5,smallworld2-0531-25-260-1000.al,FASP-benchmarks,pickles/smallworld2-0531-25-260-1000.al_5.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delaunay3d-0080-80-497.al_0,delaunay3d-0080-80-497.al,FASP-benchmarks,pickles/delaunay3d-0080-80-497.al_0.pickle,101.0,80,497,0.07863924050632912,False,False,4,6,2,6,20,10.0,12.0,14.0,0.2743055555555556,0.4388888888888889,0.32882520746887967,0.34649122807017546,0.37264150943396224,0.0021662814195545013,0.07729202473788437,0.012899332072712955,0.020104022880378082,0.032715095957033986,0.0759493670886076,0.25316455696202533,0.12658227848101267,0.1518987341772152,0.17721518987341772,0.16052631578947368,0.4,0.1996794871794872,0.244017094017094,0.2916666666666667,0.23121191604603927,0.061262333217489987,0.1793155472178401,0.09095515276846347,0.10494074695997821,0.12482113535752457,0.0038298711316166016,0.022794399244178382,0.008792846347448247,0.012024440202505201,0.0151301602840144,31,30,35
bad6.d_0,bad6.d,FVS_competition,pickles/bad6.d_0.pickle,,9,10,0.1388888888888889,True,False,6,8,1,2,3,2.0,2.0,2.0,0.2222222222222222,0.3333333333333333,0.22857142857142856,0.25,0.2857142857142857,0.125,0.5357142857142857,0.26785714285714285,0.5357142857142857,0.5357142857142857,0.25,0.375,0.25,0.25,0.25,0,0,0.0,0.0,0.0,0,0.3291125920674099,0.3620238483121375,0.3291126216875435,0.32911587990223756,0.32944170137164247,0.06929967859824693,0.1398069318891196,0.07557120108720922,0.12609245021001328,0.13184605408484673,2,2,1
small.d_5,small.d,FVS_competition,pickles/small.d_5.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sample.d_0,sample.d,FVS_competition,pickles/sample.d_0.pickle,,4,7,0.5833333333333334,True,False,1,3,1,3,4,3.0,3.5,4.0,0.5,1.0,0.575,0.675,0.8125,0.0,0.5,0.0,0.25,0.5,1.0,1.3333333333333333,1.0,1.1666666666666665,1.3333333333333333,0.5,0.6666666666666666,0.5,0.5833333333333333,0.6666666666666666,0.5,0.4606463035169113,0.5573819967656048,0.46724191134980303,0.48807568499637066,0.5193786912153819,0.13181238930543057,0.34748890126006193,0.17382718975651903,0.26034935471725373,0.3365221649607347,3,3,1
r1000.d_0,r1000.d,FVS_competition,pickles/r1000.d_0.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_1,r1000.d,FVS_competition,pickles/r1000.d_1.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_2,r1000.d,FVS_competition,pickles/r1000.d_2.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_3,r1000.d,FVS_competition,pickles/r1000.d_3.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_4,r1000.d,FVS_competition,pickles/r1000.d_4.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_5,r1000.d,FVS_competition,pickles/r1000.d_5.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_6,r1000.d,FVS_competition,pickles/r1000.d_6.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_7,r1000.d,FVS_competition,pickles/r1000.d_7.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_8,r1000.d,FVS_competition,pickles/r1000.d_8.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_9,r1000.d,FVS_competition,pickles/r1000.d_9.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_10,r1000.d,FVS_competition,pickles/r1000.d_10.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_11,r1000.d,FVS_competition,pickles/r1000.d_11.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_12,r1000.d,FVS_competition,pickles/r1000.d_12.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_13,r1000.d,FVS_competition,pickles/r1000.d_13.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_14,r1000.d,FVS_competition,pickles/r1000.d_14.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_15,r1000.d,FVS_competition,pickles/r1000.d_15.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_16,r1000.d,FVS_competition,pickles/r1000.d_16.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_17,r1000.d,FVS_competition,pickles/r1000.d_17.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_18,r1000.d,FVS_competition,pickles/r1000.d_18.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_19,r1000.d,FVS_competition,pickles/r1000.d_19.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_20,r1000.d,FVS_competition,pickles/r1000.d_20.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_21,r1000.d,FVS_competition,pickles/r1000.d_21.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_22,r1000.d,FVS_competition,pickles/r1000.d_22.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_23,r1000.d,FVS_competition,pickles/r1000.d_23.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_24,r1000.d,FVS_competition,pickles/r1000.d_24.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_25,r1000.d,FVS_competition,pickles/r1000.d_25.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_26,r1000.d,FVS_competition,pickles/r1000.d_26.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_27,r1000.d,FVS_competition,pickles/r1000.d_27.pickle,,960,3795,0.004122132429614182,False,False,6,10,1,2,17,6.0,8.0,10.0,0.14532504924988635,0.24192734611503533,0.18595181671625724,0.1978747739325016,0.20858028568473702,0.0002277636794069276,0.016135682931120634,0.0022605502088274515,0.0035731298398228766,0.00579114346880719,0.0020855057351407717,0.017726798748696558,0.006256517205422315,0.008342022940563087,0.01042752867570386,0.0,0.08333333333333333,0.0,0.0,0.0,0.004103967168262654,0.02145119625481465,0.056430373281589716,0.02768415481996662,0.03122900193063429,0.035070818103816084,0.00022699921901395497,0.004382194175410924,0.0006284339411182942,0.000914255584377937,0.0013342767824013704,401,422,53
r1000.d_28,r1000.d,FVS_competition,pickles/r1000.d_28.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_29,r1000.d,FVS_competition,pickles/r1000.d_29.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_30,r1000.d,FVS_competition,pickles/r1000.d_30.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_31,r1000.d,FVS_competition,pickles/r1000.d_31.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_32,r1000.d,FVS_competition,pickles/r1000.d_32.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_33,r1000.d,FVS_competition,pickles/r1000.d_33.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_34,r1000.d,FVS_competition,pickles/r1000.d_34.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_35,r1000.d,FVS_competition,pickles/r1000.d_35.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_36,r1000.d,FVS_competition,pickles/r1000.d_36.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_37,r1000.d,FVS_competition,pickles/r1000.d_37.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_38,r1000.d,FVS_competition,pickles/r1000.d_38.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1000.d_39,r1000.d,FVS_competition,pickles/r1000.d_39.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
howard-min.d_0,howard-min.d,FVS_competition,pickles/howard-min.d_0.pickle,,3,6,1.0,True,False,1,2,2,3,5,3.5,4.0,4.5,0.6666666666666666,1.0,0.8333333333333333,1.0,1.0,0.0,0.5,0.0,0.0,0.25,1.5,2.5,1.75,2.0,2.25,0.5,1.0,0.75,1.0,1.0,0.75,0.5178918288582506,0.6329788495604531,0.5466635840338012,0.5754353392093519,0.6042070943849025,0.19166666666666665,0.475,0.26249999999999996,0.3333333333333333,0.4041666666666667,2,2,3
howard-min.d_1,howard-min.d,FVS_competition,pickles/howard-min.d_1.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr1.d_0,gr1.d,FVS_competition,pickles/gr1.d_0.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr1.d_1,gr1.d,FVS_competition,pickles/gr1.d_1.pickle,,9,14,0.19444444444444445,True,False,3,6,1,2,6,2.0,3.0,3.0,0.25806451612903225,0.5,0.3076923076923077,0.36363636363636365,0.42105263157894735,0.0,0.6160714285714285,0.125,0.2857142857142857,0.33928571428571425,0.25,0.75,0.25,0.375,0.375,0.0,0.5,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.311650398931966,0.37495477779752306,0.3150853884768759,0.3176662772686535,0.34914585345754007,0.07041974786027592,0.19585510742183554,0.0721591723115293,0.10344136313431535,0.12781265562701996,2,2,3
complete9.d_0,complete9.d,FVS_competition,pickles/complete9.d_0.pickle,,9,72,1.0,False,False,1,1,8,16,16,16.0,16.0,16.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.33333333333333326,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.11111111111111113,8,8,24
example.new.d_0,example.new.d,FVS_competition,pickles/example.new.d_0.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
example.new.d_1,example.new.d,FVS_competition,pickles/example.new.d_1.pickle,,5,6,0.3,True,False,2,4,1,2,4,2.0,2.0,2.0,0.4,0.6666666666666666,0.4,0.5,0.5,0.25,0.8333333333333333,0.25,0.25,0.25,0.5,1.0,0.5,0.5,0.5,0.16666666666666666,0.5,0.5,0.5,0.5,0,0.43667635247477965,0.47995057145461056,0.43667635247477965,0.4406103581051158,0.4406103581051158,0.1669575111110693,0.3222552600600985,0.1669575111110693,0.17191485885888147,0.17191485885888147,2,2,2
example.new.d_2,example.new.d,FVS_competition,pickles/example.new.d_2.pickle,,4,6,0.5,True,False,2,2,1,2,4,2.0,3.0,4.0,0.6,0.75,0.6,0.675,0.75,0.0,0.5,0.0,0.25,0.5,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,0.4,1.0,0.4,0.7,1.0,0.5,0.47565150131853784,0.5232166370571764,0.47565150131853784,0.4994340691878571,0.5232166370571764,0.17543839772251532,0.32456160227748454,0.17543839772251532,0.24999999999999994,0.32456160227748454,2,2,2
example.new.d_3,example.new.d,FVS_competition,pickles/example.new.d_3.pickle,,5,6,0.3,True,False,3,4,1,2,3,2.0,2.0,3.0,0.4,0.5714285714285714,0.4,0.4444444444444444,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.75,0.0,0.5,0.0,0.16666666666666666,0.16666666666666666,0.5,0.43717573800487886,0.480893303936282,0.43721508342863197,0.4376085770115868,0.44154355218655905,0.12143489952983708,0.22465403701055864,0.21514199345997684,0.21781336238597898,0.2209557076136483,2,2,1
example.new.d_4,example.new.d,FVS_competition,pickles/example.new.d_4.pickle,,2,2,1.0,True,True,1,1,1,2,2,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0,0,0.0,0.0,0.0,0,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.5,0.5,0.5,0.5,0.5,1,1,1
example.new.d_5,example.new.d,FVS_competition,pickles/example.new.d_5.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trace.d_0,trace.d,FVS_competition,pickles/trace.d_0.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trace.d_1,trace.d,FVS_competition,pickles/trace.d_1.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trace.d_2,trace.d,FVS_competition,pickles/trace.d_2.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trace.d_3,trace.d,FVS_competition,pickles/trace.d_3.pickle,,4,5,0.4166666666666667,True,False,2,3,1,2,3,2.0,2.5,3.0,0.5,0.75,0.5,0.55,0.6375,0.0,0.5,0.375,0.5,0.5,0.6666666666666666,1.0,0.6666666666666666,0.8333333333333333,1.0,0.3333333333333333,0.5,0.3333333333333333,0.41666666666666663,0.5,0.5,0.486117784050369,0.5347295493315389,0.48644624162830774,0.48874544467387954,0.5018837587279885,0.15508018934150383,0.28689856461461727,0.24626357072093621,0.27901062302193946,0.2827470523010033,2,2,1
trace.d_4,trace.d,FVS_competition,pickles/trace.d_4.pickle,,3,4,0.6666666666666666,True,False,1,2,2,2,3,2.5,3.0,3.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.8333333333333333,0.0,0.5,0.25,0.5,0.5,1.0,1.5,1.25,1.5,1.5,0.5,1.0,0.5,0.5,0.75,0.5,0.5565644422936473,0.6122208615029088,0.5590942749813221,0.5616241076689971,0.5869224845859529,0.21481051315058508,0.3974000441421556,0.30129997792892205,0.387789442707259,0.3925947434247073,2,2,1
trace.d_5,trace.d,FVS_competition,pickles/trace.d_5.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trace.d_6,trace.d,FVS_competition,pickles/trace.d_6.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr1-acyclic.d_0,gr1-acyclic.d,FVS_competition,pickles/gr1-acyclic.d_0.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr1-acyclic.d_1,gr1-acyclic.d,FVS_competition,pickles/gr1-acyclic.d_1.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr1-acyclic.d_2,gr1-acyclic.d,FVS_competition,pickles/gr1-acyclic.d_2.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr1-acyclic.d_3,gr1-acyclic.d,FVS_competition,pickles/gr1-acyclic.d_3.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr1-acyclic.d_4,gr1-acyclic.d,FVS_competition,pickles/gr1-acyclic.d_4.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr1-acyclic.d_5,gr1-acyclic.d,FVS_competition,pickles/gr1-acyclic.d_5.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr1-acyclic.d_6,gr1-acyclic.d,FVS_competition,pickles/gr1-acyclic.d_6.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr1-acyclic.d_7,gr1-acyclic.d,FVS_competition,pickles/gr1-acyclic.d_7.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr1-acyclic.d_8,gr1-acyclic.d,FVS_competition,pickles/gr1-acyclic.d_8.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr1-acyclic.d_9,gr1-acyclic.d,FVS_competition,pickles/gr1-acyclic.d_9.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
howard-max.d_0,howard-max.d,FVS_competition,pickles/howard-max.d_0.pickle,,3,6,1.0,True,False,1,2,2,3,5,3.5,4.0,4.5,0.6666666666666666,1.0,0.8333333333333333,1.0,1.0,0.0,0.5,0.0,0.0,0.25,1.5,2.5,1.75,2.0,2.25,0.5,1.0,0.75,1.0,1.0,0.75,0.5178918288582506,0.6329788495604531,0.5466635840338012,0.5754353392093519,0.6042070943849025,0.19166666666666665,0.475,0.26249999999999996,0.3333333333333333,0.4041666666666667,2,2,3
howard-max.d_1,howard-max.d,FVS_competition,pickles/howard-max.d_1.pickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr11d.d_0,gr11d.d,FVS_competition,pickles/gr11d.d_0.pickle,,2,2,1.0,True,True,1,1,1,2,2,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0,0,0.0,0.0,0.0,0,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.7071067811865476,0.5,0.5,0.5,0.5,0.5,1,1,1
